"volid","dateused","pubdate","birthdate","firstpub","gender","nation","allwords","logistic","realclass","trainflag","author","title","title","genretags"
"uiuo.ark+=13960=t76t15w5c",1853,1853,0,1853,"f","uk",34.4154588918,0.3429566974,0,1,"Long, Catharine","The first lieutenant's story","vulgar",
"uiuo.ark+=13960=t78s57g82",1879,1879,0,1879,"u",,29.4135753884,0.3593116534,0,1,"Knight, Wynter Frore","Our vicar","vulgar",
"uiuo.ark+=13960=t79s21g78",1884,1884,0,1884,"f","uk",29.9098678616,0.4659578728,1,1,"Lyall, Edna","We two","elite",
"uiuo.ark+=13960=t79s28b7c",1884,1884,0,1884,"f","uk",35.9975613171,0.6389786661,0,1,"Tytler, Sarah","Saint Mung's city","vulgar",
"uiuo.ark+=13960=t7cr63984",1886,1886,0,1886,"m","uk",27.4234011925,0.705434393,1,1,"Besant, Walter","Children of Gibeon","elite",
"uiuo.ark+=13960=t7dr3dc21",1881,1881,0,1881,"f","uk",32.4854297769,0.3817924967,0,1,"Middlemass, Jean","Sackcloth and broadcloth","vulgar",
"uiuo.ark+=13960=t7gq76w1k",1873,1873,0,1873,"m","uk",25.5480820661,0.3783864376,0,1,"Collins, Mortimer","Miranda","vulgar",
"uiuo.ark+=13960=t7hq4fp6c",1879,1879,0,1879,"f","uk",40.1139175033,0.3638325269,1,1,"Keary, Annie","A doubting heart","elite",
"uiuo.ark+=13960=t7hq4m576",1880,1880,0,1880,"f","uk",30.3273267366,0.5131008091,1,1,"Walford, Lucy Bethia","Troublesome daughters","elite",
"uiuo.ark+=13960=t7jq17z93",1868,1868,0,1868,"m","uk",31.8840331333,0.4326065331,0,1,"Capes, J. M","The mosaic-worker's daughter","vulgar",
"uiuo.ark+=13960=t7jq1jx3g",1872,1872,0,1872,"m","uk",38.2343725826,0.6544085104,1,1,"Palgrave, William Gifford","Hermann Agha: an eastern narrative","elite",
"uiuo.ark+=13960=t7kp8942d",1889,1889,0,1889,"f","uk",27.9040091047,0.5580638198,1,1,"Carr, Alice Vansittart (Strettell)","Margaret Maliphant","elite",
"uiuo.ark+=13960=t7tm7kq3x",1879,1879,0,1879,,,29.7535782414,0.497997443,0,1,"Edwards, Harry Bennett","A tantalus cup;","vulgar",
"uiuo.ark+=13960=t7tm7kz9z",1867,1867,0,1867,"m","uk",28.5488646551,0.4563120332,0,1,"Fullom, S. W","Time will tell;","vulgar",
"uiuo.ark+=13960=t7tm7tp6t",1880,1880,0,1880,"f","au",28.3797373292,0.6374892432,0,1,"Praed, Campbell","An Australian heroine","vulgar",
"uiuo.ark+=13960=t7vm4tf4w",1873,1873,0,1873,"f","uk",31.6842891125,0.8566558557,1,1,"Oliphant, Margaret","May","elite",
"uiuo.ark+=13960=t7wm1z13v",1866,1866,0,1866,"m","uk",28.427017671,0.1884893435,0,1,"Viles, Edward","Blueskin","vulgar",
"uiuo.ark+=13960=t7zk5np7c",1868,1868,0,1868,"f","uk",31.5740096525,0.6260416658,0,1,"Blaze de Bury, Marie Pauline Rose","All for greed","vulgar",
"uiuo.ark+=13960=t81k02901",1851,1851,0,1851,"f","uk",45.601635269,0.3177174919,0,1,"Pinkney, Jane Vaughan","The young doctor","vulgar",
"uiuo.ark+=13960=t83j42304",1853,1853,0,1853,"m",,28.7540117604,0.4541685521,1,1,"Heighway, Osborn W. Trenery","Adeline, or, the mysteries, romance, and realities of Jewish life","elite",
"uiuo.ark+=13960=t85h8377h",1886,1886,0,1886,"m","uk",31.2835760608,0.7273251364,1,1,"Norris, W. E","A bachelor's blunder","elite",
"uiuo.ark+=13960=t86h55691",1868,1868,0,1868,"m","uk",31.2199340315,0.7361467838,1,1,"Lever, Charles James","The Bramleighs of Bishop's Folly","elite",
"uiuo.ark+=13960=t89g61j5w",1860,1860,0,1860,"f","uk",33.6961660494,0.380817341,0,1,"Grey","The little beauty","vulgar",
"uiuo.ark+=13960=t8bg31g17",1886,1886,0,1886,"f","uk",37.0445589315,0.5182948915,0,1,"Fane, Violet","Thro' love and war","vulgar",
"uiuo.ark+=13960=t8df7d82c",1859,1859,0,1859,"f","uk",42.1788969906,0.7528941403,0,1,"Sheppard, Elizabeth Sara","Almost a heroine","vulgar",
"uiuo.ark+=13960=t8gf1c956",1886,1886,0,1886,"m","uk",31.2139494206,0.6598192676,1,1,"Norris, W. E","A bachelor's blunder","elite",
"uiuo.ark+=13960=t8gf1fh3r",1859,1859,0,1859,"m","uk",29.6971769376,0.6145869665,0,1,"Barrowcliffe, A. J","Trust for trust","vulgar",
"uiuo.ark+=13960=t8hd8hf4s",1871,1871,0,1871,"m","uk",35.7781398614,0.5371667426,1,1,"Yates, Edmund Hodgson","Dr. Wainwright's patient","elite",
"uiuo.ark+=13960=t8hd8j356",1871,1871,0,1871,"f","uk",30.4444121661,0.899079104,1,1,"Eliot, George","Middlemarch: a study of provincial life","elite",
"uiuo.ark+=13960=t8jd54p32",1886,1886,0,1886,"m","uk",27.2608465394,0.8330287612,1,1,"Besant, Walter","Children of Gibeon","elite",
"uiuo.ark+=13960=t8kd2h12s",1868,1868,0,1868,"m","uk",30.6029368272,0.5811305807,1,1,"Lever, Charles James","The Bramleighs of Bishop's Folly","elite",
"uiuo.ark+=13960=t8mc9d00r",1866,1866,0,1866,"m","uk",31.3917555138,0.6140558874,0,1,"Harwood, John Berwick","Plain John Orpington","vulgar",
"uiuo.ark+=13960=t8mc9hb8b",1853,1853,0,1853,"m",,29.3601318243,0.1918079707,1,1,"Heighway, Osborn W. Trenery","Adeline, or, the mysteries, romance, and realities of Jewish life","elite",
"uiuo.ark+=13960=t8pc3h23p",1874,1874,0,1874,"f","uk",31.849389659,0.3980115819,0,1,"De Jongh, Bertha","The sisters Lawless","vulgar",
"uiuo.ark+=13960=t8pc3nw52",1866,1866,0,1866,"m","uk",36.4594230112,0.6029557492,1,1,"Yates, Edmund Hodgson","Land at last","elite",
"uiuo.ark+=13960=t8sb41f1t",1880,1880,0,1880,"m","us",32.4362280386,0.6225430738,1,1,"Adams, Henry","Democracy","elite",
"uiuo.ark+=13960=t8w95tp2x",1851,1851,0,1851,"m","us",23.6049148226,0.4226730246,0,1,"Reid, Mayne","The scalp hunters","vulgar",
"uiuo.ark+=13960=t9086r70j",1851,1851,0,1851,"f","uk",39.3678646077,0.2944022577,0,1,"Daniel, Mackenzie","Fernley Manor","vulgar",
"uiuo.ark+=13960=t9183tc29",1875,1875,0,1875,"m","uk",33.3851346092,0.7312246081,1,1,"MacDonald, George","Malcolm","elite",
"uiuo.ark+=13960=t9378171p",1887,1887,0,1887,"f","uk",26.5885563415,0.6299883304,0,1,"Veley, Margaret","A garden of memories. Mrs. Austin. Lizzie's bargain","vulgar",
"uiuo.ark+=13960=t95720v3n",1886,1886,0,1886,"f","uk",30.2651480502,0.7397119192,1,1,"Lawless, Emily","Hurrish","elite",
"uiuo.ark+=13960=t9668r34m",1872,1872,0,1872,"f","uk",33.8622119008,0.2648209966,0,1,"Chatterton, Georgiana","The lost bride","vulgar",
"uiuo.ark+=13960=t96694c25",1869,1869,0,1869,"m","uk",28.4653886997,0.6317777838,1,1,"McCarthy, Justin","My enemy's daughter","elite",
"uiuo.ark+=13960=t99606c4g",1871,1871,0,1871,"m","uk",27.6780195762,0.3719122054,0,1,"Pomeroy, John","The Scandinavian ring. A novel","vulgar",
"uiuo.ark+=13960=t9f47xn9c",1884,1884,0,1884,"f","uk",33.6404181486,0.4262664881,0,1,"Banks, G. Linnaeus","Sybilla and other stories","vulgar",
"uiuo.ark+=13960=t9f47xt5p",1884,1884,0,1884,"f","uk",32.2763663158,0.636058739,1,1,"Lyall, Edna","We two","elite",
"uiuo.ark+=13960=t9g45077d",1889,1889,0,1889,"f","uk",27.3695424099,0.5836658888,1,1,"Carr, Alice Vansittart (Strettell)","Margaret Maliphant","elite",
"uiuo.ark+=13960=t9g45d53j",1861,1861,0,1861,"m","uk",31.9195223446,0.6254556312,1,1,"Dickens, Charles","Great expectations","elite",
"uiuo.ark+=13960=t9h427g45",1882,1882,0,1882,"m","uk",26.091268093,0.6669214527,0,1,"Jefferies, Richard","Bevis","vulgar",
"uiuo.ark+=13960=t9k36b97d",1884,1884,0,1884,"f","uk",24.6433282295,0.6858501313,0,1,"Craik, Georgiana M","Godfrey Helstone","vulgar",
"uiuo.ark+=13960=t9k36cm5w",1872,1872,0,1872,"m","uk",35.9123432188,0.4414970888,1,1,"Palgrave, William Gifford","Hermann Agha: an eastern narrative","elite",
"uiuo.ark+=13960=t9s18jz2x",1859,1859,0,1859,"f","uk",31.6826636827,0.3421682238,0,1,"Owen, Octavius Freire","Raised to the peerage","vulgar",
"uiuo.ark+=13960=t9v12mm90",1887,1887,0,1887,"f","us",28.0182599341,0.2995734164,0,1,"Alexander, Mrs","Mona's choice","vulgar",
"uiuo.ark+=13960=t9v12mr3w",1865,1865,0,1865,"u",,38.7419729504,0.6151286732,1,1,"Foxton, E","Herman, or, Young knighthood","elite",
"uiuo.ark+=13960=t9w09kf0m",1871,1871,0,1871,"f","uk",30.4085617532,0.3327212683,0,1,"Marryat, Florence","The prey of the gods","vulgar",
"uiuo.ark+=13960=t9z03rv69",1881,1881,0,1881,"m","uk",43.3725152279,0.7697274858,1,1,"Shorthouse, J. H","John Inglesant;","elite",
"umn.31951002025646c",1940,1940,0,1940,"f","us",28.0871705245,0.3340322994,0,1,"Whitney, Janet","Jennifer,","vulgar",
"umn.319510020277183",1947,1947,0,1947,"m","au",26.5095795744,0.5496720101,0,1,"Stoll, Dennis Gray","The doctor and the dragon : | a tragi-comedy of British India.","vulgar",
"umn.319510020466601",1914,1914,0,1914,"m","us",32.8786203445,0.7750474339,1,1,"Norris, Frank","Vandover and the Brute","elite",
"umn.31951002069235p",1932,1932,0,1932,"f","us",27.1429111883,0.3157876913,0,1,"Morse, Eleanor","The middle child.","vulgar",
"umn.319510020706483",1929,1929,0,1929,"m","uk",24.3429192017,0.5802880779,0,1,"Eyton, John Seymour","Kullu and the elephant / | $c: with decorations by W.R. Lohse.","vulgar",
"umn.31951002082062h",1940,1940,0,1940,"m","uk",38.4082584281,0.7531408327,0,1,"Frankland, Edward Percy","The bear of Britain.","vulgar",
"umn.319510020976254",1907,1907,0,1907,"f","uk",31.4282304648,0.4345612594,0,1,"Gaskell, Catherine Milnes","Prose idyls of the West Riding","vulgar",
"umn.31951002120639r",1926,1926,0,1926,"m","uk",29.2321494434,0.2438883505,0,1,"Tracy, Louis","His unknown wife : | The turning point ; The wheel o' fortune.","vulgar",
"umn.31951d001342781",1925,1925,0,1925,"m","us",35.4108476337,0.3515397777,1,1,"Dreiser, Theodore","An American Tragedy","elite",
"umn.31951p001743923",1938,1938,0,1938,"m","uk",30.9216944307,0.7201129735,1,1,"Beckett, Samuel","Murphy","elite",
"uva.x000230249",1868,1868,0,1868,"m","russian",28.936953718,0.3688531726,1,1,"Turgenev, Ivan Sergeevich","The brigadier","elite",
"uva.x000722401",1866,1866,0,1866,"f","us",40.2447429054,0.1264351167,0,1,"Goodwin, H. B","Sherbrooke","vulgar",
"uva.x000956960",1882,1882,0,1882,"m","us",34.880141764,0.7785041728,1,1,"Howells, William Dean","A woman's reason","elite",
"uva.x004993551",1863,1863,0,1863,"m","us",34.5899916563,0.2518990914,0,1,"Reid, Mayne","Andrew Deverel;","vulgar",
"uva.x030765011",1871,1871,0,1871,"f","uk",44.9831400138,0.7358476088,1,1,"Poynter, E. Frances","My little lady","elite",
"uva.x030788142",1879,1879,0,1879,"f","uk",38.8575645704,0.4411533078,1,1,"Butt, Beatrice May","Delicia","elite",
"uva.x030800580",1861,1861,0,1861,,,36.6682220877,0.4047491054,0,1,"anonymous1","Tuppy: or, The autobiography of a donkey","vulgar",
"uva.x030802597",1851,1851,0,1851,"f","us",27.2579341655,0.3529303801,0,1,"Knight, Helen C","Hugh Fisher","vulgar",
"uva.x030826018",1894,1894,0,1894,"f","us",29.438763943,0.6626493032,0,1,"Townsend, Virginia F","""Sirs, only seventeen!""","vulgar",
"wu.89006378830",1903,1903,0,1903,"m","us",24.3193148072,0.4032209939,0,1,"Mitchell, John Ames","The pines of Lory","vulgar",
"wu.89006934889",1902,1902,0,1902,"m","us",35.5946759518,0.2023957551,0,1,"Roe, Edward Payson","Without a home","vulgar",
"wu.89079758900",1932,1932,0,1932,"m","fr",29.4221447095,0.6899700954,1,1,"Romains, Jules","Men of Good Will","elite",
"wu.89087910576",1949,1949,0,1949,"f","uk",31.0575404194,0.7784932269,0,1,"Towers, Frances","Tea with Mr. Rochester, and other stories.","vulgar",
"wu.89087925830",1860,1860,0,1860,"m","us",30.2339420878,0.2243243534,1,1,"Arthur, T. S","The Allen house, or, Twenty years ago and now","elite",
"wu.89090340324",1880,1880,0,1880,"f",,33.6865130022,0.1463823323,0,1,"Buxton, B. H","From the wings","vulgar",
"wu.89097996409",1880,1880,0,1880,"f","us",33.2934647894,0.0626414093,0,1,"Libbey, Laura Jean","Little Rosebud's lovers, or, A cruel revenge","vulgar",
"wu.89098003668",1889,1889,0,1889,"f","us",36.4623501333,0.1472567237,0,1,"Powell, Ella M","Clio","vulgar",
"wu.89098011976",1869,1869,0,1869,,,38.0720578558,0.0988100814,1,1,"Berriedale","Unforgiven","elite",
"wu.89098013279",1854,1854,0,1854,"f","uk",40.8842027903,0.3954705079,0,1,"Bullard, A. T. J","Love affairs, or, How a flirt was caught in his own trap","vulgar",
"wu.89098014699",1871,1871,0,1871,"f","us",30.6018162436,0.5024983999,1,1,"Chesebro', Caroline","The foe in the household","elite",
"wu.89098020001",1865,1865,0,1865,"f","us",33.6102482746,0.2824346089,0,1,"Denison, Mary A","The lover's trials;","vulgar",
"wu.89098020795",1866,1866,0,1866,"f","us",31.872220041,0.2589623801,1,1,"Dodge, Mary Mapes","Hans Brinker;","elite",
"wu.89098022577",1896,1896,0,1896,"f","us",40.3269362156,0.1172706633,0,1,"Dumond, Annie Nelles,","Christlike","vulgar",
"wu.89098026875",1872,1872,0,1872,"f","us",27.6441520079,0.381413157,0,1,"Greenough, Richard S., Mrs","In extremis","vulgar",
"wu.89098856453",1892,1892,0,1892,"f","uk",38.4995770144,0.816412712,1,1,"Dowie, Ménie Muriel","A girl in the Karpathians","elite",
"wu.89098985260",1921,1921,0,1921,"m","uk",23.3161236848,0.5991060716,1,1,"Swinnerton, Frank","Coquette","elite",
"wu.89099220006",1899,1899,0,1899,"m","us",38.1940514949,0.3898372275,0,1,"Taylor, Bayard","John Godfrey's fortunes","vulgar",
"wu.89099776841",1878,1878,0,1878,"f","uk",37.5815041309,0.7432983927,1,1,"Craik, Dinah Maria Mulock","Young Mrs. Jardine","elite",
"wu.89101287878",1932,1932,0,1932,"m","fr",30.8483624713,0.7684063643,1,1,"Romains, Jules","Men of Good Will","elite",
"wu.89104493895",1885,1885,0,1885,,,27.5758434688,0.3207052766,0,1,"Spencer, Lillian","After all","vulgar",
"yale.39002030972336",1899,1899,0,1899,"m","uk",24.5882079778,0.7264907028,0,1,"Kennedy, Bart","A man adrift","vulgar",
