"docid","actualdate","earliestdate","firstpub","tags","recordid","OCLC","author","imprint","enumcron","title","pubrev","judge","impaud","yrrev","pubname","birthdate","gender","nationality","othername","notes","canon","path","authsvols","publisher"
"uc1.b3387887",1907,1901,1901,"vulgar",,,"Flandrau, Charles Macomb","New York;A. Wessels company;1907.",,"The diary of a freshman",,,,,,1871,"m","us",,,,"uc1/pairtree_root/b3/38/78/87/b3387887/uc1.b3387887.json.bz2",9,"Wessels"
"uc2.ark+=13960=t4qj7cg1w",1901,1901,,"vulgar",,,"Irvine, Leigh Hadley","London;T. Fisher Unwin;San Francisco, Calif.;Payot Upham & co.;1901.",,"An affair in the South seas; a story of romantic adventure",,,,,,1863,"m","us",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/4q/j7/cg/1w/ark+=13960=t4qj7cg1w/uc2.ark+=13960=t4qj7cg1w.json.bz2",2,"Fisher Unwin San Francisco Calif Payot Upham"
"uc2.ark+=13960=t8jd4rr6g",1901,1901,1901,"vulgar",7659799,5092322,"French, Allen","New York;Doubleday Page and co.;1903 [c1901",,"The colonials;","rev","neg","pop",1902,"ATL",1870,"m","us",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/8j/d4/rr/6g/ark+=13960=t8jd4rr6g/uc2.ark+=13960=t8jd4rr6g.json.bz2",11,"Doubleday Page"
"mdp.39015063963139",1901,1901,1901,"elite",167975,2497834,"Voynich, E. L","London;W. Heinemann;1901.",,"Jack Raymond","rev",,,1901,"FR",1864,"f","ir",,,,"mdp/pairtree_root/39/01/50/63/96/31/39/39015063963139/mdp.39015063963139.json.bz2",8,"William Heinemann"
"uc2.ark+=13960=t8hd7rc3x",1901,1901,,"elite",,,"Tolstoy, Leo","London;Free Age Press;1901.",,"Popular stories and legends",,,,,,1828,"m","russian",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/8h/d7/rc/3x/ark+=13960=t8hd7rc3x/uc2.ark+=13960=t8hd7rc3x.json.bz2",297,"Free Age"
"uc2.ark+=13960=t0ms3kw42",1901,1901,,"vulgar",,,"Thruston, Lucy Meacham (Kidd)","Boston;Little, Brown, and Company;1901.",,"Mistress Brent;",,,,,,1862,"f","us",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/0m/s3/kw/42/ark+=13960=t0ms3kw42/uc2.ark+=13960=t0ms3kw42.json.bz2",4,"Little Brown"
"uc1.b3581594",1901,1901,1901,"elite",6678825,1376743,"Munro, Neil","New York;Doubleday, Page & co.;1901.",,"Doom Castle;","rev",,,1901,"FR",1863,"m","uk",,,,"uc1/pairtree_root/b3/58/15/94/b3581594/uc1.b3581594.json.bz2",21,"Doubleday Page"
"uc2.ark+=13960=t01z4424r",1901,1901,1901,"elite",7677714,10411347,"Zack","New York;Scribner;1901.",,"The white cottage","rev",,,1901,"FR",1865,"f","uk","Gwendoline Keats",,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/01/z4/42/4r/ark+=13960=t01z4424r/uc2.ark+=13960=t01z4424r.json.bz2",2,"Scribner"
"mdp.39015005096006",1901,1901,,"elite",,,"Jewett, Sarah Orne","Boston;New York;Houghton, Mifflin and company;1901.",,"The Tory lover",,,,,,1849,"f","us",,,,"mdp/pairtree_root/39/01/50/05/09/60/06/39015005096006/mdp.39015005096006.json.bz2",73,"Houghton Mifflin"
"nyp.33433082520788",1901,1901,,"vulgar",,,"May, Sophie","Boston;Lothrop, Lee and Shepard;1901.",,"Little grandfather",,,,,,1833,"f","us","Rebecca Sophia Clarke",,,"nyp/pairtree_root/33/43/30/82/52/07/88/33433082520788/nyp.33433082520788.json.bz2",17,"Lothrop Lee Shepard"
"uc2.ark+=13960=t45q4v85j",1901,1901,,"vulgar",,,"Onions, Oliver","New York;F. A. Stokes company;c1901",,"The compleat bachelor",,,,,,1873,"m","uk",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/45/q4/v8/5j/ark+=13960=t45q4v85j/uc2.ark+=13960=t45q4v85j.json.bz2",26,"Stokes"
"uc1.32106002078084",1901,1901,1901,"elite",1398698,244815,"Norris, Frank","New York;Doubleday, Page;1901.",1901,"The octopus","rev",,"elite",1902,"ATL",1870,"m","us",,,,"uc1/pairtree_root/32/10/60/02/07/80/84/32106002078084/uc1.32106002078084.json.bz2",81,"Doubleday Page"
"uc2.ark+=13960=t5gb1xz8x",1902,1902,1902,"elite",201366,645936,"Crawford, F. Marion","New York;London;The Macmillan company;1902.",,"Cecilia;","rev",,,1903,"ATL",1854,"m","us",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/5g/b1/xz/8x/ark+=13960=t5gb1xz8x/uc2.ark+=13960=t5gb1xz8x.json.bz2",306,"Macmillan"
"mdp.39015031228029",1902,1902,,"presentaselite",,,"Davis, Richard Harding","New York;C. Scribner's sons;1902.",,"Ranson's folly",,,,,,1864,"m","us",,,,"mdp/pairtree_root/39/01/50/31/22/80/29/39015031228029/mdp.39015031228029.json.bz2",213,"Scribner"
"uc1.b3579188",1902,1902,1902,"elite",6678386,8873450,"Barlow, Jane","London;Methuen;1902.",,"The founding of fortunes","sel",,,1911,"FR",1857,"f","ir",,,,"uc1/pairtree_root/b3/57/91/88/b3579188/uc1.b3579188.json.bz2",25,"Methuen"
"njp.32101064786591",1902,1902,,"remove",,,"Atwater, Emily Paret","Philadelphia;George W. Jacobs;c1902",,"How Sammy went to Coral-Land",,,,,,1873,"f","us",,"remove - juvenile",,"njp/pairtree_root/32/10/10/64/78/65/91/32101064786591/njp.32101064786591.json.bz2",2,"George Jacobs"
"mdp.39015022391133",1902,1902,1902,"elite",782024,3505402,"Somerville, E. Œ","London;New York [etc.;Longmans, Green, & co.;1902.",,"Some experiences of an Irish R. M","rev",,,1903,"ATL",1858,"f","ir","Edith Somerville",,,"mdp/pairtree_root/39/01/50/22/39/11/33/39015022391133/mdp.39015022391133.json.bz2",41,"Longmans Green"
"uc1.32106006691585",1902,1902,1902,"elite",7118011,312466,"anonymous6","London;J. Murray;1902.",,"Cuchulain of Muirthemne","rev","pos",,1903,"FR",1852,"f","ir",,,,"uc1/pairtree_root/32/10/60/06/69/15/85/32106006691585/uc1.32106006691585.json.bz2",0,"Murray"
"uc2.ark+=13960=t3610z94c",1908,1902,1902,"elite",6493885,824452,"Connolly, James B","New York;Charles Scribner's Sons;1908.",,"Out of Gloucester","rev","pos",,1903,"ATL",1868,"m","us",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/36/10/z9/4c/ark+=13960=t3610z94c/uc2.ark+=13960=t3610z94c.json.bz2",24,"Charles Scribner"
"uc2.ark+=13960=t1pg1vn1t",1902,1902,1902,"vulgar",,,"Lorimer, George Horace",,,"Letters from a self-made merchant to his son",,,,,,1867,"m","us",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/1p/g1/vn/1t/ark+=13960=t1pg1vn1t/uc2.ark+=13960=t1pg1vn1t.json.bz2",8,"Nan"
"nyp.33433074949177",1902,1902,1902,"presentaselite",,,"Hobbes, John Oliver","New York;Funk & Wagnalls;1902.",,"Love and the soul hunters",,,,,,1867,"f","us","Pearl Mary Teresa Craigie",,,"nyp/pairtree_root/33/43/30/74/94/91/77/33433074949177/nyp.33433074949177.json.bz2",41,"Funk Wagnalls"
"mdp.39015016441308",1902,1902,1902,"elite",950797,999124,"Harris, Joel Chandler","New York;McClure, Phillips & Co.;c1902.",,"Gabriel Tolliver","rev","neg",,1903,"ATL",1848,"m","us",,,,"mdp/pairtree_root/39/01/50/16/44/13/08/39015016441308/mdp.39015016441308.json.bz2",109,"Mcclure Phillips"
"uc2.ark+=13960=t3707z95g",1902,1902,1902,"elite",7671534,5858065,"Sedgwick, Anne Douglas","New York;The Century Co.;1902.",,"The rescue","rev",,,1902,"ATL",1873,"f","uk",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/37/07/z9/5g/ark+=13960=t3707z95g/uc2.ark+=13960=t3707z95g.json.bz2",50,"Century"
"uc1.b3569303",1902,1902,1902,"elite",123880,274945,"Tarkington, Booth","New York;McClure, Phillips & co.;1902.",,"The two Vanrevels","rev","neg","pop",1903,"ATL",1869,"m","us",,,,"uc1/pairtree_root/b3/56/93/03/b3569303/uc1.b3569303.json.bz2",207,"Mcclure Phillips"
"nyp.33433074795125",1904,1902,1902,"elite",8660670,31284275,"Wister, Owen","New York;Macmillan Co.;1904.",,"The Virginian","rev",,,1902,"ATL",1860,"m","us",,,,"nyp/pairtree_root/33/43/30/74/79/51/25/33433074795125/nyp.33433074795125.json.bz2",72,"Macmillan"
"nyp.33433075768618",1903,1902,1902,"elite",8668162,2870439,"Williamson, C. N","New York;Holt;1903.",,"The lightning conductor","rev",,,1903,"ATL",1859,"m","uk",,,,"nyp/pairtree_root/33/43/30/75/76/86/18/33433075768618/nyp.33433075768618.json.bz2",69,"Holt"
"uc2.ark+=13960=t2794116w",1902,1902,1902,"elite",7647490,7117376,"Foote, Mary Hallock","Boston;New York;Houghton, Mifflin and Company;1902.",,"The desert and the sown","rev",,,1902,"ATL",1847,"f","us",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/27/94/11/6w/ark+=13960=t2794116w/uc2.ark+=13960=t2794116w.json.bz2",24,"Houghton Mifflin"
"mdp.39015063919248",1902,1902,1902,"elite",246196,636123,"Harland, Henry","London;New York;J. Lane;1902.",,"The lady paramount","rev",,,1902,"ATL",1861,"m","us",,,,"mdp/pairtree_root/39/01/50/63/91/92/48/39015063919248/mdp.39015063919248.json.bz2",39,"Lane"
"nyp.33433074859699",1902,1902,,"vulgar",,,"Grier, Sydney C","Boston;L.C. Page & Company;1902.",,"The prince of the captivity",,,,,,1868,"f","uk","Hilda Gregg",,,"nyp/pairtree_root/33/43/30/74/85/96/99/33433074859699/nyp.33433074859699.json.bz2",11,"Page"
"uc2.ark+=13960=t03x84h2d",1902,1902,1902,"elite",1027392,1817762,"Harte, Bret","Boston;Houghton-Mifflin;1902.",,"Openings in the old trail","rev",,,1902,"ATL",1836,"m","us",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/03/x8/4h/2d/ark+=13960=t03x84h2d/uc2.ark+=13960=t03x84h2d.json.bz2",474,"Houghton Mifflin"
"uc2.ark+=13960=t07w6824b",1902,1902,,"vulgar",,,"Young, Martha","New York;Appleton;1916, c1902-1916.",,"Plantation bird legends;",,,,,,1862,"f","us",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/07/w6/82/4b/ark+=13960=t07w6824b/uc2.ark+=13960=t07w6824b.json.bz2",10,"Appleton"
"nyp.33433075749295",1902,1902,,"vulgar",,,"Overstolz, Marie Emelie von","St. Louis;Great Western Printing Co.;1902.",,"Tante Phil's fairy stories",,,,,,,,,,,,"nyp/pairtree_root/33/43/30/75/74/92/95/33433075749295/nyp.33433075749295.json.bz2",1,"St Louis Great Western Printing"
"wu.89006934889",1902,1902,,"vulgar",,,"Roe, Edward Payson","New York;P. F. Collier;1902], c1881.",,"Without a home",,,,,,1838,"m","us",,,,"wu/pairtree_root/89/00/69/34/88/9/89006934889/wu.89006934889.json.bz2",91,"Collier"
"nyp.33433076051063",1902,1902,1902,"elite",8679181,2601949,"Payne, Will","Chicago;A.C. McClurg & Co.;1902.",,"On fortune's road","rev","pos",,1903,"ATL",,,,,,,"nyp/pairtree_root/33/43/30/76/05/10/63/33433076051063/nyp.33433076051063.json.bz2",10,"Mcclurg"
"nyp.33433074915962",1902,1902,,"vulgar",,,"Morehead, George","New York;J. S. Ogilvie;1902.",,"The story of Francois Villon",,,,,,,,,,,,"nyp/pairtree_root/33/43/30/74/91/59/62/33433074915962/nyp.33433074915962.json.bz2",1,"Ogilvie"
"nyp.33433067368039",1902,1902,,"remove",,,"Kock, Paul de","Boston;The Frederick J. Quinby;1902-04",,"The Barber of Paris",,,,,,1793,,"french",,"too early for this dataset -- also french",,"nyp/pairtree_root/33/43/30/67/36/80/39/33433067368039/nyp.33433067368039.json.bz2",142,"Frederick Quinby"
"nyp.33433076024532",1902,1902,,"vulgar",,,"Luther, Mark Lee","New York;Macmillan;1902.",,"The henchman",,,,,,1872,"m","us",,,,"nyp/pairtree_root/33/43/30/76/02/45/32/33433076024532/nyp.33433076024532.json.bz2",13,"Macmillan"
"uc1.31158005332662",1902,1902,1902,"elite",630220,1159622,"London, Jack","New York;London;The Macmillan company;1902.",,"Children of the frost","rev",,,1903,"ATL",1876,"m","us",,,,"uc1/pairtree_root/31/15/80/05/33/26/62/31158005332662/uc1.31158005332662.json.bz2",171,"Macmillan"
"uc2.ark+=13960=t7dr2qb7b",1902,1902,1902,"elite",168676,169979,"Wiggin, Kate Douglas Smith","Boston;New York;Houghton, Mifflin and company;1902.",,"The diary of a goose girl","rev",,,1902,"ATL",1856,"f","us",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/7d/r2/qb/7b/ark+=13960=t7dr2qb7b/uc2.ark+=13960=t7dr2qb7b.json.bz2",119,"Houghton Mifflin"
"mdp.39015027996860",1902,1902,,"vulgar",,,"Thurston, Katherine","New York;London;Harper & brothers;1904.",,"The masquerade",,,,,,1875,"f","ir",,,,"mdp/pairtree_root/39/01/50/27/99/68/60/39015027996860/mdp.39015027996860.json.bz2",0,"Harper"
"mdp.39015073390521",1902,1902,1902,"elite",1105885,4011630,"Linn, James Weber","New York;The Macmillan Co.;London;Macmillan & Co., Ltd.;1902.",,"The second generation","rev",,"pop",1902,"ATL",1876,"m","us",,,,"mdp/pairtree_root/39/01/50/73/39/05/21/39015073390521/mdp.39015073390521.json.bz2",5,"Macmillan"
"uc1.b3569309",1902,1902,1902,"elite",6676278,189449,"Van Dyke, Henry","New York;C. Scribner's Sons;1902",,"The blue flower","rev","pos",,1903,"ATL",1852,"m","us",,,,"uc1/pairtree_root/b3/56/93/09/b3569309/uc1.b3569309.json.bz2",54,"Scribner"
"nyp.33433074902291",1902,1902,,"vulgar",,,"Montagu, Lily H","London;R.B. Johnson;1902.",,"Broken stalks",,,,,,1873,"f","uk",,,,"nyp/pairtree_root/33/43/30/74/90/22/91/33433074902291/nyp.33433074902291.json.bz2",1,"Johnson"
"nyp.33433075758163",1902,1902,,"presentaselite",,,"Wells, H. G","Leipzig;B. Tauchnitz;1902.",,"The sea lady",,,,,,1866,"m","uk",,,,"nyp/pairtree_root/33/43/30/75/75/81/63/33433075758163/nyp.33433075758163.json.bz2",154,"Tauchnitz"
"mdp.39015029736793",1902,1902,1902,"elite",2651584,4055212,"Stimson, Frederic Jesup","New York;Charles Scribner's Sons;1902.",,"Jethro Bacon of Sandwich ; The weaker sex","rev","pos",,1903,"ATL",1855,"m","us",,,,"mdp/pairtree_root/39/01/50/29/73/67/93/39015029736793/mdp.39015029736793.json.bz2",26,"Charles Scribner"
"nyp.33433076074503",1902,1902,,"elite",,,"Wharton, Edith","New York;C. Scribner's sons;1914 [c1902",,"The valley of decision;",,,,,,1862,"f","us",,,,"nyp/pairtree_root/33/43/30/76/07/45/03/33433076074503/nyp.33433076074503.json.bz2",121,"Scribner"
"nyp.33433074877410",1902,1902,1902,"elite",8666809,8614402,"King, Maude Egerton Hine","Boston;New York;Houghton, Mifflin & Co.;1902.",,"Bread and wine","rev",,,1902,"ATL",1867,"f","uk",,,,"nyp/pairtree_root/33/43/30/74/87/74/10/33433074877410/nyp.33433074877410.json.bz2",1,"Houghton Mifflin"
"mdp.39015063946241",1903,1903,1903,"elite",247341,1749972,"Page, Thomas Nelson","New York;C. Scribner's sons;1903.",,"Gordon Keith","rev","neg","pop",1903,"ATL",1853,"m","us",,,,"mdp/pairtree_root/39/01/50/63/94/62/41/39015063946241/mdp.39015063946241.json.bz2",156,"Scribner"
"njp.32101063580995",1903,1903,1903,"vulgar",,,"Isham, Frederick Stewart","Indianapolis;Bobbs-Merrill;1903.",,"Under the rose",,,,,,1865,"m","us",,,,"njp/pairtree_root/32/10/10/63/58/09/95/32101063580995/njp.32101063580995.json.bz2",19,"Indianapolis Bobbs Merrill"
"wu.89006378830",1903,1903,,"vulgar",,,"Mitchell, John Ames","New York;Life publishing company;1903.",,"The pines of Lory",,,,,,1845,"m","us",,,,"wu/pairtree_root/89/00/63/78/83/0/89006378830/wu.89006378830.json.bz2",26,"Life"
"uc1.$b799911",1903,1903,1903,"elite",6131474,1006810,"Stockton, Frank R","New York;D. Appleton & Company;1903.",,"The captain's toll-gate","rev","neg",,1903,"ATL",1834,"m","us",,,,"uc1/pairtree_root/$b/79/99/11/$b799911/uc1.$b799911.json.bz2",120,"Appleton"
"uc2.ark+=13960=t7cr5nx6g",1903,1903,,"vulgar",,,"Smith, Arthur Cosslett","New York;Scribner;1903.",,"The turquoise cup",,,,,,1852,"m","us",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/7c/r5/nx/6g/ark+=13960=t7cr5nx6g/uc2.ark+=13960=t7cr5nx6g.json.bz2",4,"Scribner"
"mdp.39015063959897",1903,1903,1903,"elite",326029,3641698,"Seawell, Molly Elliot","Indianapolis;The Bobbs-Merrill company;1903",,"The fortunes of Fifi","rev",,,1907,"TNA",1860,"f","us",,,,"mdp/pairtree_root/39/01/50/63/95/98/97/39015063959897/mdp.39015063959897.json.bz2",45,"Indianapolis Bobbs Merrill"
"nyp.33433022469757",1903,1903,1903,"elite",8609185,12903245,"Roseboro', Viola","New York;Published by McClure, Phillips & Company;1903.",,"The joyous heart","rev",,,1903,"ATL",,,,,,,"nyp/pairtree_root/33/43/30/22/46/97/57/33433022469757/nyp.33433022469757.json.bz2",1,"Mcclure Phillips"
"nyp.33433075723480",1903,1903,,"vulgar",,,"Rogers, Robert L","New York;F. T. Neely;c1903",,"Tom Johnson",,,,,,,,,,,,"nyp/pairtree_root/33/43/30/75/72/34/80/33433075723480/nyp.33433075723480.json.bz2",2,"Neely"
"uc2.ark+=13960=t8gf0ng5c",1903,1903,,"vulgar",,,"Richards, Laura Elizabeth Howe","Boston;Little, Brown;1903.",,"The golden windows",,,,,,1850,"f","us",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/8g/f0/ng/5c/ark+=13960=t8gf0ng5c/uc2.ark+=13960=t8gf0ng5c.json.bz2",95,"Little Brown"
"nyp.33433076042153",1903,1903,1903,"elite",8679572,10676351,"Trumbull, Annie Eliot","New York;A.S. Barnes and Company;1903.",,"Life's common way","rev",,,1903,"ATL",1857,"f","us",,,,"nyp/pairtree_root/33/43/30/76/04/21/53/33433076042153/nyp.33433076042153.json.bz2",6,"Barnes"
"nyp.33433076054059",1903,1903,,"vulgar",,,"Owen, Rye","New York : Henry Holt and Company;1903.",,"Red-headed gill",,,,,,,"m","us",,,,"nyp/pairtree_root/33/43/30/76/05/40/59/33433076054059/nyp.33433076054059.json.bz2",1,"Henry Holt"
"nyp.33433076060049",1903,1903,1903,"vulgar",8679170,905008,"Palmer, Frederick","New York;Charles Scribner's Sons;1903.",,"The vagabond","rev","neg","pop",1903,"ATL",1873,"m","us",,,,"nyp/pairtree_root/33/43/30/76/06/00/49/33433076060049/nyp.33433076060049.json.bz2",27,"Charles Scribner"
"uc2.ark+=13960=t7vm4gd68",1903,1903,1903,"elite",1423312,1990605,"Moore, George","London;T.F. Unwin;1903.",,"The untilled field","rev",,,1903,"ATL",1852,"m","ir",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/7v/m4/gd/68/ark+=13960=t7vm4gd68/uc2.ark+=13960=t7vm4gd68.json.bz2",216,"Unwin"
"njp.32101066457811",1903,1903,1903,"elite",8928057,2404143,"Converse, Florence","Boston;New York;Houghton, Mifflin and company;1903.",,"Long Will","rev",,,1903,"ATL",1871,"f","us",,,,"njp/pairtree_root/32/10/10/66/45/78/11/32101066457811/njp.32101066457811.json.bz2",9,"Houghton Mifflin"
"nyp.33433076045925",1903,1903,1903,"elite",8679031,2865139,"Miller, Alice Duer","New York;Scribner;1903.",,"The modern obstacle","rev",,,1903,"ATL",1874,"f","us",,,,"nyp/pairtree_root/33/43/30/76/04/59/25/33433076045925/nyp.33433076045925.json.bz2",20,"Scribner"
"uc2.ark+=13960=t5x63bj5g",1903,1903,1903,"elite",7649583,1443909,"Smith, Francis Hopkinson","New York;C. Scribner's sons;1903.",,"The under dog","rev",,"pop",1903,"ATL",1838,"m","us",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/5x/63/bj/5g/ark+=13960=t5x63bj5g/uc2.ark+=13960=t5x63bj5g.json.bz2",155,"Scribner"
"nyp.33433074797519",1903,1903,,"vulgar",,,"Brady, Cyrus Townsend","New York;and London;Harper & brothers;1903.",,"The bishop;",,,,,,1861,"m","us",,,,"nyp/pairtree_root/33/43/30/74/79/75/19/33433074797519/nyp.33433074797519.json.bz2",115,"Harper"
"nyp.33433074876156",1903,1903,1903,"vulgar",,,"MacGregor, Hector","Chicago;New York;Toronto, etc.;Fleming H. Revell Company;1903].",,"The souter's lamp",,,,,,,,,,,,"nyp/pairtree_root/33/43/30/74/87/61/56/33433074876156/nyp.33433074876156.json.bz2",1,"Fleming Revell"
"mdp.39015059386071",1903,1903,1903,"vulgar",,,"Ade, George","New York;McClure, Phillips & Co.;1903.",,"In Babel;",,,,,,1866,"m","us",,,,"mdp/pairtree_root/39/01/50/59/38/60/71/39015059386071/mdp.39015059386071.json.bz2",61,"Mcclure Phillips"
"uc2.ark+=13960=t4wh2g65s",1903,1903,1903,"vulgar",,,"Andrews, Mary Raymond Shipman","New York;London;Harper & brothers;1903.",,"A kidnapped colony",,,,,,1860,"f","us",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/4w/h2/g6/5s/ark+=13960=t4wh2g65s/uc2.ark+=13960=t4wh2g65s.json.bz2",54,"Harper"
"mdp.39015063939782",1903,1903,1903,"elite",280839,5258257,"Loomis, Charles Battell","New York;H. Holt and company;1903.",,"Cheerful Americans","rev",,,1903,"ATL",1861,"m","us",,,,"mdp/pairtree_root/39/01/50/63/93/97/82/39015063939782/mdp.39015063939782.json.bz2",25,"Holt"
"uc2.ark+=13960=t2794111g",1903,1903,1903,"elite",390380,15145313,"Fox, John","New York;C. Scribner's sons;1903",,"The little shepherd of Kingdom Come","rev",,"pop",1903,"ATL",1863,"m","us",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/27/94/11/1g/ark+=13960=t2794111g/uc2.ark+=13960=t2794111g.json.bz2",66,"Scribner"
"nyp.33433076042989",1903,1903,,"vulgar",,,"Meekins, Lynn Roby","Philadelphia;Lippincott;1903.",,"Adam Rush;",,,,,,,"f","us",,,,"nyp/pairtree_root/33/43/30/76/04/29/89/33433076042989/nyp.33433076042989.json.bz2",5,"Lippincott"
"nyp.33433075861348",1903,1903,,"vulgar",,,"Young, Florence Ethel Mills","London;J. Long;1903.",,"The triumph of Jill",,,,,,1875,"f","uk",,,,"nyp/pairtree_root/33/43/30/75/86/13/48/33433075861348/nyp.33433075861348.json.bz2",3,"Long"
"uc2.ark+=13960=t1fj2bd0w",1904,1904,1904,"elite",6497693,28885752,"Kelly, Myra","New York;Grosset & Dunlap;1904.",,"Little citizens","rev",,,1905,"ATL",1875,"f","ir",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/1f/j2/bd/0w/ark+=13960=t1fj2bd0w/uc2.ark+=13960=t1fj2bd0w.json.bz2",9,"Grosset Dunlap"
"nyp.33433074872130",1916,1904,1904,"vulgar",,,"Hudson, W. H","New York;Modern Library;1916",,"Green Mansions",,,,,,1841,"m","uk",,,,"nyp/pairtree_root/33/43/30/74/87/21/30/33433074872130/nyp.33433074872130.json.bz2",57,"Modern Library"
"mdp.39015063952751",1904,1904,,"presentaselite",,,"Sedgwick, Anne Douglas","London;A. Constable & co.;1904.",,"Paths of judgement",,,,,,1873,"f","uk",,,,"mdp/pairtree_root/39/01/50/63/95/27/51/39015063952751/mdp.39015063952751.json.bz2",50,"Constable"
"uc2.ark+=13960=t3zs2n00v",1904,1904,,"vulgar",,,"Grimm, George","Milwaukee, Wis.;Germania Publishing Co.;c1904",,"Pluck",,,,,,1868,"m","us",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/3z/s2/n0/0v/ark+=13960=t3zs2n00v/uc2.ark+=13960=t3zs2n00v.json.bz2",1,"Milwaukee Wis Germania"
"mdp.39015030198637",1904,1904,1904,"vulgar",,,"Watanna, Onoto","New York;London;The Macmillan company;1904.",,"Daughters of Nijo",,,,,,1875,"f","ca","Winifred Eaton",,,"mdp/pairtree_root/39/01/50/30/19/86/37/39015030198637/mdp.39015030198637.json.bz2",24,"Macmillan"
"uc2.ark+=13960=t8rb6wq8k",1905,1905,1905,"elite",7655624,4700468,"Chambers, Robert W","New York;Grosset & Dunlap;c1905",,"The reckoning","rev",,,1906,"ATL",1865,"m","us",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/8r/b6/wq/8k/ark+=13960=t8rb6wq8k/uc2.ark+=13960=t8rb6wq8k.json.bz2",140,"Grosset Dunlap"
"uc2.ark+=13960=t8v980b3t",1905,1905,1905,"vulgar",,,"Dickson, Thomas","New York;A. Wessels;1907.",,"The clansman",,,,,,1864,"m","us",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/8v/98/0b/3t/ark+=13960=t8v980b3t/uc2.ark+=13960=t8v980b3t.json.bz2",52,"Wessels"
"uc2.ark+=13960=t72v2dq8z",1905,1905,,"vulgar",,,"Elliott, Maud Howe","Boston;Little, Brown, and Company;1905.",,"Two in Italy",,,,,,1854,"f","us",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/72/v2/dq/8z/ark+=13960=t72v2dq8z/uc2.ark+=13960=t72v2dq8z.json.bz2",12,"Little Brown"
"uc2.ark+=13960=t14m91k99",1905,1905,1905,"elite",7656815,4145884,"Davis, Norah","New York;Grosset & Dunlap;c1905",,"The northerner","rev","pos",,1905,"ATL",1878,"f","us",,,,"uc2/pairtree_root/ar/k+/=1/39/60/=t/14/m9/1k/99/ark+=13960=t14m91k99/uc2.ark+=13960=t14m91k99.json.bz2",4,"Grosset Dunlap"
