docid,actualdate,earliestdate,firstpub,tags,recordid,OCLC,author,imprint,enumcron,title,pubrev,judge,impaud,yrrev,pubname,birthdate,gender,nationality,othername,notes,canon,path,authsvols,publisher,decade
uc1.b3326437,1900,1893,1893.0,vulgar,,,"Steel, Flora Annie Webster",London;W. Heinemann;1900.,,Miss Stuart's legacy,,,,,,1847.0,f,uk,,,,uc1/pairtree_root/b3/32/64/37/b3326437/uc1.b3326437.json.bz2,50,William Heinemann,1890
njp.32101066458629,1898,1898,,vulgar,,,"Ellis, Edward Sylvester",London;New York;Cassell;1898.,,Cowmen and rustlers,,,,,,1840.0,m,us,,,,njp/pairtree_root/32/10/10/66/45/86/29/32101066458629/njp.32101066458629.json.bz2,103,Cassell,1890
uc2.ark+=13960=t7mp4xh9z,1893,1893,,vulgar,,,"Ingram, J. Forsyth",Pietermaritzburg;W.H. Griffin;1893.,,The story of a gold concession,,,,,,1858.0,m,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/7m/p4/xh/9z/ark+=13960=t7mp4xh9z/uc2.ark+=13960=t7mp4xh9z.json.bz2,1,Pietermaritzburg Griffin,1890
nc01.ark+=13960=t6m04wk2w,1899,1899,1899.0,vulgar,,,"Banks, Charles Eugene","Chicago;Rand, McNally;1899",,In Hampton Roads;,,,,,,1852.0,m,us,,,,nc01/pairtree_root/ar/k+/=1/39/60/=t/6m/04/wk/2w/ark+=13960=t6m04wk2w/nc01.ark+=13960=t6m04wk2w.json.bz2,4,Rand Mcnally,1890
uc2.ark+=13960=t02z14r3d,1894,1894,,vulgar,,,"Schindler, Solomon",Boston;Arena Publishing Company;1894.,,Young West;,,,,,,1842.0,m,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/02/z1/4r/3d/ark+=13960=t02z14r3d/uc2.ark+=13960=t02z14r3d.json.bz2,3,Arena,1890
mdp.39015063602521,1893,1893,,vulgar,,,"Wallace, Lew",New York;Harper;c1893.,,"The prince of India, or, Why Constantinople fell",,,,,,1827.0,m,us,,,,mdp/pairtree_root/39/01/50/63/60/25/21/39015063602521/mdp.39015063602521.json.bz2,21,Harper,1890
mdp.39015073479282,1890,1890,,vulgar,,,"Henty, G. A",Chicago;G.M. Hill;189-?,,St. George for England,,,,,,1832.0,m,uk,,,,mdp/pairtree_root/39/01/50/73/47/92/82/39015073479282/mdp.39015073479282.json.bz2,600,Hill,1890
yale.39002030972336,1900,1899,1899.0,vulgar,,,"Kennedy, Bart",Chicago;Herbert S. Stone & Company;1900.,,A man adrift,,,,,,1861.0,m,uk,,"a little autobiographical, but ok",,yale/pairtree_root/39/00/20/30/97/23/36/39002030972336/yale.39002030972336.json.bz2,5,Herbert Stone,1890
uc2.ark+=13960=t6xw4n10m,1895,1895,,vulgar,,,"Stables, Gordon",London;Jarrold and Sons;1895.,,Shireen and her friends,,,,,,1840.0,m,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/6x/w4/n1/0m/ark+=13960=t6xw4n10m/uc2.ark+=13960=t6xw4n10m.json.bz2,21,Jarrold,1890
uc1.b4101375,1893,1893,1893.0,vulgar,,,"Burnand, F. C","London;Bradbury, Agnew, & co., ld.;1893.",,The real adventures of Robinson Crusoe,,,,,,1836.0,m,uk,,,,uc1/pairtree_root/b4/10/13/75/b4101375/uc1.b4101375.json.bz2,24,Bradbury Agnew Ld,1890
nyp.33433075767198,1896,1896,,vulgar,,,"Whishaw, Frederick","New York [etc.;Longmans, Green, and co.;1896.",,A boyar of the Terrible;,,,,,,1854.0,m,uk,,,,nyp/pairtree_root/33/43/30/75/76/71/98/33433075767198/nyp.33433075767198.json.bz2,8,Longmans Green,1890
uc2.ark+=13960=t2h70896n,1899,1899,0.0,vulgar,,,"Weyman, Stanley John",Boston;Brown and Company;1899.,,When love calls,,,,,,1855.0,m,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/2h/70/89/6n/ark+=13960=t2h70896n/uc2.ark+=13960=t2h70896n.json.bz2,116,Brown,1890
uc2.ark+=13960=t5m904803,1901,1901,1901.0,elite,663882.0,757330,"Churchill, Winston","New York;The Macmillan company;London;Macmillan & co., ltd.;1901.",,The crisis,rev,pos,,1901,FR,1871.0,m,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/5m/90/48/03/ark+=13960=t5m904803/uc2.ark+=13960=t5m904803.json.bz2,67,Macmillan,1900
uc1.b3327221,1900,1900,1900.0,elite,1189277.0,729589,"Zangwill, Israel",New York;Harper;1900,,The mantle of Elijah,rev,,,1900,FR,1864.0,m,uk,,,,uc1/pairtree_root/b3/32/72/21/b3327221/uc1.b3327221.json.bz2,71,Harper,1900
coo.31924012963785,1910,1909,1909.0,elite,,,"Chesterton, G. K","London: Gardner, Darton & Co",,The ball and the cross,rev,,,1910,TNA,1974.0,m,uk,,,,coo/pairtree_root/31/92/40/12/96/37/85/31924012963785/coo.31924012963785.json.bz2,28,Gardner Darton,1900
uc1.31158005332662,1902,1902,1902.0,elite,630220.0,1159622,"London, Jack",New York;London;The Macmillan company;1902.,,Children of the frost,rev,,,1903,ATL,1876.0,m,us,,,,uc1/pairtree_root/31/15/80/05/33/26/62/31158005332662/uc1.31158005332662.json.bz2,171,Macmillan,1900
uc2.ark+=13960=t1sf2nz58,1901,1901,1901.0,elite,7666640.0,8717825,"Marriott, Charles",London;New York;John Lane;1901.,,The column,rev,,,1901,FR,1869.0,m,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/1s/f2/nz/58/ark+=13960=t1sf2nz58/uc2.ark+=13960=t1sf2nz58.json.bz2,17,John Lane,1900
uc2.ark+=13960=t9q23wb8q,1908,1908,1908.0,elite,6541544.0,8580438,"Stacpoole, H. De Vere",London;T.F. Unwin;1908.,,The blue lagoon,rev,,,1908,TNA,1863.0,m,ir,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/9q/23/wb/8q/ark+=13960=t9q23wb8q/uc2.ark+=13960=t9q23wb8q.json.bz2,23,Unwin,1900
mdp.39015073390521,1902,1902,1902.0,elite,1105885.0,4011630,"Linn, James Weber","New York;The Macmillan Co.;London;Macmillan & Co., Ltd.;1902.",,The second generation,rev,,pop,1902,ATL,1876.0,m,us,,,,mdp/pairtree_root/39/01/50/73/39/05/21/39015073390521/mdp.39015073390521.json.bz2,5,Macmillan,1900
uc2.ark+=13960=t1rf5zh8f,1907,1907,1907.0,elite,7697853.0,6077719,"Crockett, S. R",London;T. F. Unwin;1907.,,Me and Myn,rev,neg,,1907,TNA,1859.0,m,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/1r/f5/zh/8f/ark+=13960=t1rf5zh8f/uc2.ark+=13960=t1rf5zh8f.json.bz2,146,Unwin,1900
uc2.ark+=13960=t52f7sh9h,1907,1907,1907.0,elite,7695460.0,44023077,"Buckley, William",Dublin;Maunsel;1907.,,Cambia Carty and other stories,rev,,,1908,TNA,,m,ir,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/52/f7/sh/9h/ark+=13960=t52f7sh9h/uc2.ark+=13960=t52f7sh9h.json.bz2,3,Maunsel,1900
uc2.ark+=13960=t03x84h2d,1902,1902,1902.0,elite,1027392.0,1817762,"Harte, Bret",Boston;Houghton-Mifflin;1902.,,Openings in the old trail,rev,,,1902,ATL,1836.0,m,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/03/x8/4h/2d/ark+=13960=t03x84h2d/uc2.ark+=13960=t03x84h2d.json.bz2,474,Houghton Mifflin,1900
uc2.ark+=13960=t9862fb3w,1907,1907,1907.0,elite,6497674.0,30209690,"Ellis, Havelock","London;Alston Rivers, Ltd.;1907.",,Kit's woman; a Cornish idyll,rev,,,1908,TNA,1859.0,m,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/98/62/fb/3w/ark+=13960=t9862fb3w/uc2.ark+=13960=t9862fb3w.json.bz2,9,Alston Rivers,1900
mdp.39015063946241,1903,1903,1903.0,elite,247341.0,1749972,"Page, Thomas Nelson",New York;C. Scribner's sons;1903.,,Gordon Keith,rev,neg,pop,1903,ATL,1853.0,m,us,,,,mdp/pairtree_root/39/01/50/63/94/62/41/39015063946241/mdp.39015063946241.json.bz2,156,Scribner,1900
uc1.$b799911,1903,1903,1903.0,elite,6131474.0,1006810,"Stockton, Frank R",New York;D. Appleton & Company;1903.,,The captain's toll-gate,rev,neg,,1903,ATL,1834.0,m,us,,,,uc1/pairtree_root/$b/79/99/11/$b799911/uc1.$b799911.json.bz2,120,Appleton,1900
uc2.ark+=13960=t8rb6wq8k,1905,1905,1905.0,elite,7655624.0,4700468,"Chambers, Robert W",New York;Grosset & Dunlap;c1905,,The reckoning,rev,,,1906,ATL,1865.0,m,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/8r/b6/wq/8k/ark+=13960=t8rb6wq8k/uc2.ark+=13960=t8rb6wq8k.json.bz2,140,Grosset Dunlap,1900
nyp.33433112053750,1909,1909,1909.0,elite,,,"Upward, Allen",London: A. Rivers,,Lord Alistair's Rebellion,rev,pos,,1910,TNA,1863.0,m,uk,,,,nyp/pairtree_root/33/43/31/12/05/37/50/33433112053750/nyp.33433112053750.json.bz2,7,Rivers,1900
uc2.ark+=13960=t8bg2qv8f,1900,1900,1900.0,elite,7689106.0,239049,"Hope, Anthony",London;Methuen;1900.,,QuisantÃ©,rev,neg,,1900,FR,1863.0,m,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/8b/g2/qv/8f/ark+=13960=t8bg2qv8f/uc2.ark+=13960=t8bg2qv8f.json.bz2,147,Methuen,1900
mdp.39015016441308,1902,1902,1902.0,elite,950797.0,999124,"Harris, Joel Chandler","New York;McClure, Phillips & Co.;c1902.",,Gabriel Tolliver,rev,neg,,1903,ATL,1848.0,m,us,,,,mdp/pairtree_root/39/01/50/16/44/13/08/39015016441308/mdp.39015016441308.json.bz2,109,Mcclure Phillips,1900
uc2.ark+=13960=t5x63jg14,1900,1900,1900.0,elite,7688947.0,4118090,"Hewlett, Maurice",London;Macmillan;c1900.,,The life and death of Richard Yea-and-Nay,rev,pos,,1900,FR,1861.0,m,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/5x/63/jg/14/ark+=13960=t5x63jg14/uc2.ark+=13960=t5x63jg14.json.bz2,142,Macmillan,1900
uc2.ark+=13960=t7vm4gd68,1903,1903,1903.0,elite,1423312.0,1990605,"Moore, George",London;T.F. Unwin;1903.,,The untilled field,rev,,,1903,ATL,1852.0,m,ir,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/7v/m4/gd/68/ark+=13960=t7vm4gd68/uc2.ark+=13960=t7vm4gd68.json.bz2,216,Unwin,1900
uc2.ark+=13960=t3610z94c,1908,1902,1902.0,elite,6493885.0,824452,"Connolly, James B",New York;Charles Scribner's Sons;1908.,,Out of Gloucester,rev,pos,,1903,ATL,1868.0,m,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/36/10/z9/4c/ark+=13960=t3610z94c/uc2.ark+=13960=t3610z94c.json.bz2,24,Charles Scribner,1900
inu.32000007094677,1901,1901,1901.0,elite,8566413.0,21058074,"Brown, George Douglas",London;J. MacQueen;1901.,,The house with the green shutters,rev,pos,pop,1902,ATL,1869.0,m,uk,,,,inu/pairtree_root/32/00/00/07/09/46/77/32000007094677/inu.32000007094677.json.bz2,9,Macqueen,1900
uc2.ark+=13960=t4kk98b83,1907,1907,1907.0,elite,6541722.0,784427,"Whitlock, Brand",Indianapolis;The Bobbs-Merrill Company;1907,,The turn of the balance,rev,,,1907,TNA,1869.0,m,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/4k/k9/8b/83/ark+=13960=t4kk98b83/uc2.ark+=13960=t4kk98b83.json.bz2,21,Indianapolis Bobbs Merrill,1900
nyp.33433074866710,1901,1901,1901.0,elite,8665724.0,15492090,"Kipling, Rudyard","Garden City, N.Y.;Doubleday, Page & company;1913 [c1901",,Kim,rev,pos,,1901,ATL,1865.0,m,uk,,,,nyp/pairtree_root/33/43/30/74/86/67/10/33433074866710/nyp.33433074866710.json.bz2,540,Garden City Doubleday Page,1900
uc1.b102395,1900,1900,1900.0,elite,6601802.0,1248709,"Johnston, Mary","Boston;and New York;Houghton, Mifflin and company;1900.",,To have and to hold,rev,pos,,1900,ATL,1870.0,f,us,,,,uc1/pairtree_root/$b/10/23/95/$b102395/uc1.$b102395.json.bz2,56,Houghton Mifflin,1900
njp.32101066457811,1903,1903,1903.0,elite,8928057.0,2404143,"Converse, Florence","Boston;New York;Houghton, Mifflin and company;1903.",,Long Will,rev,,,1903,ATL,1871.0,f,us,,,,njp/pairtree_root/32/10/10/66/45/78/11/32101066457811/njp.32101066457811.json.bz2,9,Houghton Mifflin,1900
nyp.33433076074503,1902,1902,,elite,,,"Wharton, Edith",New York;C. Scribner's sons;1914 [c1902,,The valley of decision;,,,,,,1862.0,f,us,,,,nyp/pairtree_root/33/43/30/76/07/45/03/33433076074503/nyp.33433076074503.json.bz2,121,Scribner,1900
uc1.32106006691585,1902,1902,1902.0,elite,7118011.0,312466,anonymous6,London;J. Murray;1902.,,Cuchulain of Muirthemne,rev,pos,,1903,FR,1852.0,f,ir,,,,uc1/pairtree_root/32/10/60/06/69/15/85/32106006691585/uc1.32106006691585.json.bz2,0,Murray,1900
mdp.39015022391133,1902,1902,1902.0,elite,782024.0,3505402,"Somerville, E. Œ","London;New York [etc.;Longmans, Green, & co.;1902.",,Some experiences of an Irish R. M,rev,,,1903,ATL,1858.0,f,ir,Edith Somerville,,,mdp/pairtree_root/39/01/50/22/39/11/33/39015022391133/mdp.39015022391133.json.bz2,41,Longmans Green,1900
uc2.ark+=13960=t3707z95g,1902,1902,1902.0,elite,7671534.0,5858065,"Sedgwick, Anne Douglas",New York;The Century Co.;1902.,,The rescue,rev,,,1902,ATL,1873.0,f,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/37/07/z9/5g/ark+=13960=t3707z95g/uc2.ark+=13960=t3707z95g.json.bz2,50,Century,1900
mdp.39015063959897,1903,1903,1903.0,elite,326029.0,3641698,"Seawell, Molly Elliot",Indianapolis;The Bobbs-Merrill company;1903,,The fortunes of Fifi,rev,,,1907,TNA,1860.0,f,us,,,,mdp/pairtree_root/39/01/50/63/95/98/97/39015063959897/mdp.39015063959897.json.bz2,45,Indianapolis Bobbs Merrill,1900
mdp.39015011425389,1909,1909,1909.0,elite,391481.0,4109226,"Glyn, Elinor",New York;Duffield & company;1909.,,Three weeks,ntd,,pop,1912,FR,1864.0,f,us,,,,mdp/pairtree_root/39/01/50/11/42/53/89/39015011425389/mdp.39015011425389.json.bz2,42,Duffield,1900
coo.31924013218056,1908,1908,1908.0,elite,11405366.0,63958011,"Robins, Elizabeth",Leipzig;B. Tauchnitz;1908.,v.1,The convert,rev,,,1908,TNA,1862.0,f,us,,,,coo/pairtree_root/31/92/40/13/21/80/56/31924013218056/coo.31924013218056.json.bz2,23,Tauchnitz,1900
nyp.33433074877410,1902,1902,1902.0,elite,8666809.0,8614402,"King, Maude Egerton Hine","Boston;New York;Houghton, Mifflin & Co.;1902.",,Bread and wine,rev,,,1902,ATL,1867.0,f,uk,,,,nyp/pairtree_root/33/43/30/74/87/74/10/33433074877410/nyp.33433074877410.json.bz2,1,Houghton Mifflin,1900
uc2.ark+=13960=t3pv6nz42,1900,1900,1900.0,elite,784781.0,887709,"Ward, Mary Augusta",New York;London;Harper & brothers;1900.,,Eleanor;,rev,pos,,1900,FR,1851.0,f,uk,"Ward, Humphry, Mrs",,,uc2/pairtree_root/ar/k+/=1/39/60/=t/3p/v6/nz/42/ark+=13960=t3pv6nz42/uc2.ark+=13960=t3pv6nz42.json.bz2,0,Harper,1900
uc1.b3579188,1902,1902,1902.0,elite,6678386.0,8873450,"Barlow, Jane",London;Methuen;1902.,,The founding of fortunes,sel,,,1911,FR,1857.0,f,ir,,,,uc1/pairtree_root/b3/57/91/88/b3579188/uc1.b3579188.json.bz2,25,Methuen,1900
nyp.33433076042153,1903,1903,1903.0,elite,8679572.0,10676351,"Trumbull, Annie Eliot",New York;A.S. Barnes and Company;1903.,,Life's common way,rev,,,1903,ATL,1857.0,f,us,,,,nyp/pairtree_root/33/43/30/76/04/21/53/33433076042153/nyp.33433076042153.json.bz2,6,Barnes,1900
uc2.ark+=13960=t14m91k99,1905,1905,1905.0,elite,7656815.0,4145884,"Davis, Norah",New York;Grosset & Dunlap;c1905,,The northerner,rev,pos,,1905,ATL,1878.0,f,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/14/m9/1k/99/ark+=13960=t14m91k99/uc2.ark+=13960=t14m91k99.json.bz2,4,Grosset Dunlap,1900
uc2.ark+=13960=t1fj2bd0w,1904,1904,1904.0,elite,6497693.0,28885752,"Kelly, Myra",New York;Grosset & Dunlap;1904.,,Little citizens,rev,,,1905,ATL,1875.0,f,ir,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/1f/j2/bd/0w/ark+=13960=t1fj2bd0w/uc2.ark+=13960=t1fj2bd0w.json.bz2,9,Grosset Dunlap,1900
uc2.ark+=13960=t7dr2qb7b,1902,1902,1902.0,elite,168676.0,169979,"Wiggin, Kate Douglas Smith","Boston;New York;Houghton, Mifflin and company;1902.",,The diary of a goose girl,rev,,,1902,ATL,1856.0,f,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/7d/r2/qb/7b/ark+=13960=t7dr2qb7b/uc2.ark+=13960=t7dr2qb7b.json.bz2,119,Houghton Mifflin,1900
nyp.33433076045925,1903,1903,1903.0,elite,8679031.0,2865139,"Miller, Alice Duer",New York;Scribner;1903.,,The modern obstacle,rev,,,1903,ATL,1874.0,f,us,,,,nyp/pairtree_root/33/43/30/76/04/59/25/33433076045925/nyp.33433076045925.json.bz2,20,Scribner,1900
uc2.ark+=13960=t86h4dn5f,1900,1900,1900.0,elite,1028597.0,172039,"Glasgow, Ellen Anderson Gholson","New York;Doubleday, Page;1900.",,The voice of the people,rev,,,1900,ATL,1873.0,f,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/86/h4/dn/5f/ark+=13960=t86h4dn5f/uc2.ark+=13960=t86h4dn5f.json.bz2,102,Doubleday Page,1900
mdp.39015063963139,1901,1901,1901.0,elite,167975.0,2497834,"Voynich, E. L",London;W. Heinemann;1901.,,Jack Raymond,rev,,,1901,FR,1864.0,f,ir,,,,mdp/pairtree_root/39/01/50/63/96/31/39/39015063963139/mdp.39015063963139.json.bz2,8,William Heinemann,1900
uc2.ark+=13960=t01z4424r,1901,1901,1901.0,elite,7677714.0,10411347,Zack,New York;Scribner;1901.,,The white cottage,rev,,,1901,FR,1865.0,f,uk,Gwendoline Keats,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/01/z4/42/4r/ark+=13960=t01z4424r/uc2.ark+=13960=t01z4424r.json.bz2,2,Scribner,1900
mdp.39015005096006,1901,1901,,elite,,,"Jewett, Sarah Orne","Boston;New York;Houghton, Mifflin and company;1901.",,The Tory lover,,,,,,1849.0,f,us,,,,mdp/pairtree_root/39/01/50/05/09/60/06/39015005096006/mdp.39015005096006.json.bz2,73,Houghton Mifflin,1900
uc2.ark+=13960=t5z60cq78,1900,1900,1900.0,elite,481358.0,1897459,"Malet, Lucas","N. Y.;Dodd, Mead;1900",,The gateless barrier,rev,,,1900,FR,1852.0,f,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/5z/60/cq/78/ark+=13960=t5z60cq78/uc2.ark+=13960=t5z60cq78.json.bz2,46,Dodd Mead,1900
uc2.ark+=13960=t2794116w,1902,1902,1902.0,elite,7647490.0,7117376,"Foote, Mary Hallock","Boston;New York;Houghton, Mifflin and Company;1902.",,The desert and the sown,rev,,,1902,ATL,1847.0,f,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/27/94/11/6w/ark+=13960=t2794116w/uc2.ark+=13960=t2794116w.json.bz2,24,Houghton Mifflin,1900
uc2.ark+=13960=t8gf0ng5c,1903,1903,,vulgar,,,"Richards, Laura Elizabeth Howe","Boston;Little, Brown;1903.",,The golden windows,,,,,,1850.0,f,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/8g/f0/ng/5c/ark+=13960=t8gf0ng5c/uc2.ark+=13960=t8gf0ng5c.json.bz2,95,Little Brown,1900
nyp.33433076094402,1908,1908,1908.0,vulgar,,,"Knapp, Adeline",New York;The Century Co.;1908.,,The well in the desert,,,,,,1860.0,f,us,,,,nyp/pairtree_root/33/43/30/76/09/44/02/33433076094402/nyp.33433076094402.json.bz2,5,Century,1900
mdp.39015030198637,1904,1904,1904.0,vulgar,,,"Watanna, Onoto",New York;London;The Macmillan company;1904.,,Daughters of Nijo,,,,,,1875.0,f,ca,Winifred Eaton,,,mdp/pairtree_root/39/01/50/30/19/86/37/39015030198637/mdp.39015030198637.json.bz2,24,Macmillan,1900
uc2.ark+=13960=t4wh2g65s,1903,1903,1903.0,vulgar,,,"Andrews, Mary Raymond Shipman",New York;London;Harper & brothers;1903.,,A kidnapped colony,,,,,,1860.0,f,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/4w/h2/g6/5s/ark+=13960=t4wh2g65s/uc2.ark+=13960=t4wh2g65s.json.bz2,54,Harper,1900
mdp.39015063511946,1909,1909,,vulgar,,,"Dejeans, Elizabeth",Philadelphia;London;J. B. Lippincott company;1909.,,The winning chance,,,,,,1873.0,f,us,,,,mdp/pairtree_root/39/01/50/63/51/19/46/39015063511946/mdp.39015063511946.json.bz2,17,Lippincott,1900
uc2.ark+=13960=t72v2dq8z,1905,1905,,vulgar,,,"Elliott, Maud Howe","Boston;Little, Brown, and Company;1905.",,Two in Italy,,,,,,1854.0,f,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/72/v2/dq/8z/ark+=13960=t72v2dq8z/uc2.ark+=13960=t72v2dq8z.json.bz2,12,Little Brown,1900
nyp.33433076048002,1907,1907,1907.0,vulgar,,,"Rives, Hallie",Indianapolis;The Bobbs-Merrill Company;1907,,Satan Sanderson,,,,,,1874.0,f,us,,,,nyp/pairtree_root/33/43/30/76/04/80/02/33433076048002/nyp.33433076048002.json.bz2,0,Indianapolis Bobbs Merrill,1900
nyp.33433076090970,1900,1900,1900.0,vulgar,,,"Freeman, Mary Eleanor Wilkins",New York;A. L. Burt Company;c1900.,,The heart's highway,,,,,,1852.0,f,us,,,,nyp/pairtree_root/33/43/30/76/09/09/70/33433076090970/nyp.33433076090970.json.bz2,83,Burt,1900
nyp.33433076058274,1908,1908,,vulgar,,,"Travis, Elma A",New York;The Outing Publishing Company;1908.,,The cobbler,,,,,,1861.0,f,us,,,,nyp/pairtree_root/33/43/30/76/05/82/74/33433076058274/nyp.33433076058274.json.bz2,1,Outing,1900
uc2.ark+=13960=t21c1wq1g,1907,1907,,vulgar,,,"Davis, M. E. M","Boston;New York;Houghton, Mifflin and company;1907.",,The price of silence,,,,,,1852.0,f,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/21/c1/wq/1g/ark+=13960=t21c1wq1g/uc2.ark+=13960=t21c1wq1g.json.bz2,14,Houghton Mifflin,1900
uc2.ark+=13960=t07w6824b,1902,1902,,vulgar,,,"Young, Martha","New York;Appleton;1916, c1902-1916.",,Plantation bird legends;,,,,,,1862.0,f,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/07/w6/82/4b/ark+=13960=t07w6824b/uc2.ark+=13960=t07w6824b.json.bz2,10,Appleton,1900
nyp.33433074859699,1902,1902,,vulgar,,,"Grier, Sydney C",Boston;L.C. Page & Company;1902.,,The prince of the captivity,,,,,,1868.0,f,uk,Hilda Gregg,,,nyp/pairtree_root/33/43/30/74/85/96/99/33433074859699/nyp.33433074859699.json.bz2,11,Page,1900
nyp.33433074852884,1901,1901,,vulgar,,,"Harband, Beatrice M",Melbourne;Religious Tract Society and Sunday School Union of Victoria;1901?,,Under the shadow of Durgamma;,,,,,,,f,,,,,nyp/pairtree_root/33/43/30/74/85/28/84/33433074852884/nyp.33433074852884.json.bz2,6,Melbourne Religious Tract Society Sunday School Union Victoria,1900
uc2.ark+=13960=t0ms3kw42,1901,1901,,vulgar,,,"Thruston, Lucy Meacham (Kidd)","Boston;Little, Brown, and Company;1901.",,Mistress Brent;,,,,,,1862.0,f,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/0m/s3/kw/42/ark+=13960=t0ms3kw42/uc2.ark+=13960=t0ms3kw42.json.bz2,4,Little Brown,1900
nyp.33433082520788,1901,1901,,vulgar,,,"May, Sophie","Boston;Lothrop, Lee and Shepard;1901.",,Little grandfather,,,,,,1833.0,f,us,Rebecca Sophia Clarke,,,nyp/pairtree_root/33/43/30/82/52/07/88/33433082520788/nyp.33433082520788.json.bz2,17,Lothrop Lee Shepard,1900
nyp.33433075746648,1901,1901,1901.0,vulgar,,,"Sergeant, Adeline",New York;F.M. Buckles & co.;1901.,,My lady's diamonds,,,,,,1851.0,f,uk,,,,nyp/pairtree_root/33/43/30/75/74/66/48/33433075746648/nyp.33433075746648.json.bz2,20,Buckles,1900
uc2.ark+=13960=t3rv0fp5t,1907,1907,,vulgar,,,"Laughlin, Clara E",New York;C. Scribner's sons;1907.,,Felicity,,,,,,1873.0,f,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/3r/v0/fp/5t/ark+=13960=t3rv0fp5t/uc2.ark+=13960=t3rv0fp5t.json.bz2,28,Scribner,1900
uc2.ark+=13960=t4fn12c70,1901,1900,1900.0,vulgar,,,"Von Hutten, Bettina Riddle",Philadelphia;J.B. Lippincott;1901.,,Marr'd in making,,,,,,1874.0,f,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/4f/n1/2c/70/ark+=13960=t4fn12c70/uc2.ark+=13960=t4fn12c70.json.bz2,13,Lippincott,1900
nyp.33433074902291,1902,1902,,vulgar,,,"Montagu, Lily H",London;R.B. Johnson;1902.,,Broken stalks,,,,,,1873.0,f,uk,,,,nyp/pairtree_root/33/43/30/74/90/22/91/33433074902291/nyp.33433074902291.json.bz2,1,Johnson,1900
mdp.39015027996860,1902,1902,,vulgar,,,"Thurston, Katherine",New York;London;Harper & brothers;1904.,,The masquerade,,,,,,1875.0,f,ir,,,,mdp/pairtree_root/39/01/50/27/99/68/60/39015027996860/mdp.39015027996860.json.bz2,0,Harper,1900
nyp.33433076042989,1903,1903,,vulgar,,,"Meekins, Lynn Roby",Philadelphia;Lippincott;1903.,,Adam Rush;,,,,,,,f,us,,,,nyp/pairtree_root/33/43/30/76/04/29/89/33433076042989/nyp.33433076042989.json.bz2,5,Lippincott,1900
umn.319510020976254,1907,1907,,vulgar,,,"Gaskell, Catherine Milnes","London;Smith, Elder & Co.;1907;(London and Beccles;Printed by William Clowes and Sons)",,Prose idyls of the West Riding,,,,,,1857.0,f,uk,,,,umn/pairtree_root/31/95/10/02/09/76/25/4/319510020976254/umn.319510020976254.json.bz2,4,Smith Elder Beccles Printed William Clowes,1900
nyp.33433074857016,1900,1900,,vulgar,,,"Garnett, Olive","Boston;and New York;Houghton, Mifflin and co.;1900.",,Petersburg tales,,,,,,1871.0,f,uk,,,,nyp/pairtree_root/33/43/30/74/85/70/16/33433074857016/nyp.33433074857016.json.bz2,1,Houghton Mifflin,1900
uc2.ark+=13960=t4qj7cg1w,1901,1901,,vulgar,,,"Irvine, Leigh Hadley","London;T. Fisher Unwin;San Francisco, Calif.;Payot Upham & co.;1901.",,An affair in the South seas; a story of romantic adventure,,,,,,1863.0,m,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/4q/j7/cg/1w/ark+=13960=t4qj7cg1w/uc2.ark+=13960=t4qj7cg1w.json.bz2,2,Fisher Unwin San Francisco Calif Payot Upham,1900
